icd10_id,icd10_lbl,mondo/hbo
Q788,Other specified osteochondrodysplasias,"['http://purl.obolibrary.org/obo/MONDO_0015708', 'http://purl.obolibrary.org/obo/MONDO_0015678', 'http://purl.obolibrary.org/obo/MONDO_0016648', 'http://purl.obolibrary.org/obo/HP_0002654', 'http://purl.obolibrary.org/obo/MONDO_0007114', 'http://purl.obolibrary.org/obo/MONDO_0011530', 'http://purl.obolibrary.org/obo/MONDO_0001414', 'http://purl.obolibrary.org/obo/HP_0010739', 'http://purl.obolibrary.org/obo/MONDO_0017136', 'http://purl.obolibrary.org/obo/MONDO_0016068', 'http://purl.obolibrary.org/obo/MONDO_0009942', 'http://purl.obolibrary.org/obo/MONDO_0007244', 'http://purl.obolibrary.org/obo/MONDO_0007056', 'http://purl.obolibrary.org/obo/HP_0009771', 'http://purl.obolibrary.org/obo/MONDO_0009785', 'http://purl.obolibrary.org/obo/MONDO_0016516', 'http://purl.obolibrary.org/obo/MONDO_0007977', 'http://purl.obolibrary.org/obo/MONDO_0018154', 'http://purl.obolibrary.org/obo/HP_0003067', 'http://purl.obolibrary.org/obo/MONDO_0013232', 'http://purl.obolibrary.org/obo/MONDO_0008872', 'http://purl.obolibrary.org/obo/MONDO_0011079', 'http://purl.obolibrary.org/obo/MONDO_0000389', 'http://purl.obolibrary.org/obo/HP_0003939', 'http://purl.obolibrary.org/obo/MONDO_0009458', 'http://purl.obolibrary.org/obo/MONDO_0008158', 'http://purl.obolibrary.org/obo/MONDO_0100325', 'http://purl.obolibrary.org/obo/MONDO_0007057', 'http://purl.obolibrary.org/obo/HP_0009771', 'http://purl.obolibrary.org/obo/MONDO_0015941', 'http://purl.obolibrary.org/obo/MONDO_0015464', 'http://purl.obolibrary.org/obo/MONDO_0015465', 'http://purl.obolibrary.org/obo/MONDO_0019698', 'http://purl.obolibrary.org/obo/MONDO_0007167', 'http://purl.obolibrary.org/obo/MONDO_0009138', 'http://purl.obolibrary.org/obo/MONDO_0009094', 'http://purl.obolibrary.org/obo/MONDO_0015426', 'http://purl.obolibrary.org/obo/MONDO_0007209', 'http://purl.obolibrary.org/obo/HP_0002656', 'http://purl.obolibrary.org/obo/MONDO_0019702', 'http://purl.obolibrary.org/obo/MONDO_0009914', 'http://purl.obolibrary.org/obo/MONDO_0010310', 'http://purl.obolibrary.org/obo/MONDO_0008618', 'http://purl.obolibrary.org/obo/MONDO_0007983', 'http://purl.obolibrary.org/obo/MONDO_0008827', 'http://purl.obolibrary.org/obo/MONDO_0010650', 'http://purl.obolibrary.org/obo/MONDO_0008262', 'http://purl.obolibrary.org/obo/MONDO_0008518', 'http://purl.obolibrary.org/obo/MONDO_0008175', 'http://purl.obolibrary.org/obo/MONDO_0007970', 'http://purl.obolibrary.org/obo/MONDO_0007341', 'http://purl.obolibrary.org/obo/MONDO_0011011', 'http://purl.obolibrary.org/obo/MONDO_0008145', 'http://purl.obolibrary.org/obo/HP_0005701', 'http://purl.obolibrary.org/obo/MONDO_0015425', 'http://purl.obolibrary.org/obo/MONDO_0019680', 'http://purl.obolibrary.org/obo/MONDO_0016643', 'http://purl.obolibrary.org/obo/MONDO_0017838', 'http://purl.obolibrary.org/obo/MONDO_0015262', 'http://purl.obolibrary.org/obo/MONDO_0007362', 'http://purl.obolibrary.org/obo/MONDO_0010013', 'http://purl.obolibrary.org/obo/MONDO_0009092', 'http://purl.obolibrary.org/obo/MONDO_0001149', 'http://purl.obolibrary.org/obo/MONDO_0009139', 'http://purl.obolibrary.org/obo/MONDO_0017080', 'http://purl.obolibrary.org/obo/HP_0002085', 'http://purl.obolibrary.org/obo/MONDO_0800043', 'http://purl.obolibrary.org/obo/MONDO_0009589', 'http://purl.obolibrary.org/obo/MONDO_0009031', 'http://purl.obolibrary.org/obo/MONDO_0011765', 'http://purl.obolibrary.org/obo/MONDO_0009191', 'http://purl.obolibrary.org/obo/HP_0010740', 'http://purl.obolibrary.org/obo/MONDO_0008881', 'http://purl.obolibrary.org/obo/MONDO_0011939', 'http://purl.obolibrary.org/obo/MONDO_0010367', 'http://purl.obolibrary.org/obo/MONDO_0008123', 'http://purl.obolibrary.org/obo/MONDO_0017041', 'http://purl.obolibrary.org/obo/MONDO_0017920', 'http://purl.obolibrary.org/obo/MONDO_0011907', 'http://purl.obolibrary.org/obo/MONDO_0015177', 'http://purl.obolibrary.org/obo/MONDO_0016622', 'http://purl.obolibrary.org/obo/MONDO_0007683', 'http://purl.obolibrary.org/obo/MONDO_0043731', 'http://purl.obolibrary.org/obo/HP_0002797', 'http://purl.obolibrary.org/obo/MONDO_0007738', 'http://purl.obolibrary.org/obo/MONDO_0010014', 'http://purl.obolibrary.org/obo/MONDO_0009940', 'http://purl.obolibrary.org/obo/MONDO_0007208', 'http://purl.obolibrary.org/obo/MONDO_0011109', 'http://purl.obolibrary.org/obo/HP_0002211', 'http://purl.obolibrary.org/obo/MONDO_0019453', 'http://purl.obolibrary.org/obo/MONDO_0011976', 'http://purl.obolibrary.org/obo/MONDO_0009140', 'http://purl.obolibrary.org/obo/MONDO_0007986', 'http://purl.obolibrary.org/obo/MONDO_0019797', 'http://purl.obolibrary.org/obo/MONDO_0001768', 'http://purl.obolibrary.org/obo/MONDO_0015985', 'http://purl.obolibrary.org/obo/MONDO_0007168', 'http://purl.obolibrary.org/obo/MONDO_0008150', 'http://purl.obolibrary.org/obo/MONDO_0008479', 'http://purl.obolibrary.org/obo/MONDO_0007561', 'http://purl.obolibrary.org/obo/MONDO_0009779', 'http://purl.obolibrary.org/obo/MONDO_0009595', 'http://purl.obolibrary.org/obo/MONDO_0008152', 'http://purl.obolibrary.org/obo/MONDO_0008476', 'http://purl.obolibrary.org/obo/HP_0002657', 'http://purl.obolibrary.org/obo/MONDO_0011946', 'http://purl.obolibrary.org/obo/MONDO_0011202', 'http://purl.obolibrary.org/obo/MONDO_0007987', 'http://purl.obolibrary.org/obo/MONDO_0017199', 'http://purl.obolibrary.org/obo/MONDO_0020473', 'http://purl.obolibrary.org/obo/MONDO_0009130', 'http://purl.obolibrary.org/obo/MONDO_0009717', 'http://purl.obolibrary.org/obo/MONDO_0018234', 'http://purl.obolibrary.org/obo/MONDO_0017195', 'http://purl.obolibrary.org/obo/MONDO_0007979', 'http://purl.obolibrary.org/obo/MONDO_0011215', 'http://purl.obolibrary.org/obo/MONDO_0011604', 'http://purl.obolibrary.org/obo/MONDO_0015627', 'http://purl.obolibrary.org/obo/MONDO_0009395', 'http://purl.obolibrary.org/obo/MONDO_0015942', 'http://purl.obolibrary.org/obo/MONDO_0010463', 'http://purl.obolibrary.org/obo/MONDO_0007055', 'http://purl.obolibrary.org/obo/MONDO_0011275', 'http://purl.obolibrary.org/obo/MONDO_0008098', 'http://purl.obolibrary.org/obo/MONDO_0010094', 'http://purl.obolibrary.org/obo/MONDO_0008151', 'http://purl.obolibrary.org/obo/MONDO_0007058', 'http://purl.obolibrary.org/obo/MONDO_0009189', 'http://purl.obolibrary.org/obo/MONDO_0015799', 'http://purl.obolibrary.org/obo/MONDO_0008478', 'http://purl.obolibrary.org/obo/MONDO_0008878', 'http://purl.obolibrary.org/obo/MONDO_0007396', 'http://purl.obolibrary.org/obo/MONDO_0016994', 'http://purl.obolibrary.org/obo/MONDO_0012980', 'http://purl.obolibrary.org/obo/MONDO_0007653', 'http://purl.obolibrary.org/obo/MONDO_0007490', 'http://purl.obolibrary.org/obo/MONDO_0000127', 'http://purl.obolibrary.org/obo/MONDO_0011939', 'http://purl.obolibrary.org/obo/MONDO_0010925', 'http://purl.obolibrary.org/obo/MONDO_0023599', 'http://purl.obolibrary.org/obo/MONDO_0011047', 'http://purl.obolibrary.org/obo/MONDO_0009727']"
Q789,"Osteochondrodysplasia, unspecified","['http://purl.obolibrary.org/obo/MONDO_0009597', 'http://purl.obolibrary.org/obo/MONDO_0020779', 'http://purl.obolibrary.org/obo/MONDO_0018849', 'http://purl.obolibrary.org/obo/HP_0000703', 'http://purl.obolibrary.org/obo/MONDO_0010538', 'http://purl.obolibrary.org/obo/MONDO_0011202', 'http://purl.obolibrary.org/obo/MONDO_0015364', 'http://purl.obolibrary.org/obo/MONDO_0007982', 'http://purl.obolibrary.org/obo/MONDO_0100325', 'http://purl.obolibrary.org/obo/MONDO_0010765', 'http://purl.obolibrary.org/obo/HP_0000133', 'http://purl.obolibrary.org/obo/MONDO_0010814', 'http://purl.obolibrary.org/obo/HP_0002652', 'http://purl.obolibrary.org/obo/MONDO_0012387', 'http://purl.obolibrary.org/obo/MONDO_0022723', 'http://purl.obolibrary.org/obo/MONDO_0001119', 'http://purl.obolibrary.org/obo/MONDO_0002321', 'http://purl.obolibrary.org/obo/HP_0000763', 'http://purl.obolibrary.org/obo/MONDO_0005516', 'http://purl.obolibrary.org/obo/HP_0002652', 'http://purl.obolibrary.org/obo/MONDO_0014609', 'http://purl.obolibrary.org/obo/MONDO_0009241', 'http://purl.obolibrary.org/obo/HP_0002656', 'http://purl.obolibrary.org/obo/MONDO_0009054', 'http://purl.obolibrary.org/obo/MONDO_0019408', 'http://purl.obolibrary.org/obo/MONDO_0009079', 'http://purl.obolibrary.org/obo/MONDO_0010668']"
Q790,Congenital diaphragmatic hernia,"['http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/MONDO_0016344', 'http://purl.obolibrary.org/obo/HP_0002324', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/MONDO_0009104', 'http://purl.obolibrary.org/obo/MONDO_0008741', 'http://purl.obolibrary.org/obo/MONDO_0000747', 'http://purl.obolibrary.org/obo/HP_0001539', 'http://purl.obolibrary.org/obo/MONDO_0015183', 'http://purl.obolibrary.org/obo/MONDO_0014097', 'http://purl.obolibrary.org/obo/HP_0004389', 'http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/MONDO_0009253']"
Q791,Other congenital malformations of diaphragm,"['http://purl.obolibrary.org/obo/MONDO_0006726', 'http://purl.obolibrary.org/obo/HP_0009110', 'http://purl.obolibrary.org/obo/HP_0100257', 'http://purl.obolibrary.org/obo/HP_0002089', 'http://purl.obolibrary.org/obo/HP_0003634', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/HP_0008986', 'http://purl.obolibrary.org/obo/HP_0008986', 'http://purl.obolibrary.org/obo/MONDO_0011007', 'http://purl.obolibrary.org/obo/MONDO_0017300']"
Q792,Exomphalos,"['http://purl.obolibrary.org/obo/MONDO_0000747', 'http://purl.obolibrary.org/obo/HP_0001539', 'http://purl.obolibrary.org/obo/MONDO_0009780', 'http://purl.obolibrary.org/obo/MONDO_0008425', 'http://purl.obolibrary.org/obo/MONDO_0009104']"
Q793,Gastroschisis,"['http://purl.obolibrary.org/obo/MONDO_0009264', 'http://purl.obolibrary.org/obo/HP_0001543']"
Q794,Prune belly syndrome,"['http://purl.obolibrary.org/obo/MONDO_0009913', 'http://purl.obolibrary.org/obo/MONDO_0007032', 'http://purl.obolibrary.org/obo/HP_0004392']"
Q7959,Other congenital malformations of abdominal wall,"['http://purl.obolibrary.org/obo/MONDO_0009264', 'http://purl.obolibrary.org/obo/HP_0001543', 'http://purl.obolibrary.org/obo/MONDO_0016528']"
Q796,Ehlers-Danlos syndromes,"['http://purl.obolibrary.org/obo/MONDO_0017314', 'http://purl.obolibrary.org/obo/MONDO_0007525', 'http://purl.obolibrary.org/obo/MONDO_0007527', 'http://purl.obolibrary.org/obo/MONDO_0007522', 'http://purl.obolibrary.org/obo/MONDO_0010572', 'http://purl.obolibrary.org/obo/MONDO_0019942', 'http://purl.obolibrary.org/obo/HP_0005684', 'http://purl.obolibrary.org/obo/MONDO_0020066', 'http://purl.obolibrary.org/obo/MONDO_0019567', 'http://purl.obolibrary.org/obo/MONDO_0007526', 'http://purl.obolibrary.org/obo/MONDO_0017762', 'http://purl.obolibrary.org/obo/MONDO_0024543', 'http://purl.obolibrary.org/obo/MONDO_0019348', 'http://purl.obolibrary.org/obo/MONDO_0009161', 'http://purl.obolibrary.org/obo/MONDO_0010586', 'http://purl.obolibrary.org/obo/MONDO_0009158', 'http://purl.obolibrary.org/obo/MONDO_0002014', 'http://purl.obolibrary.org/obo/MONDO_0013800', 'http://purl.obolibrary.org/obo/MONDO_0007523', 'http://purl.obolibrary.org/obo/MONDO_0009242', 'http://purl.obolibrary.org/obo/MONDO_0001798', 'http://purl.obolibrary.org/obo/HP_0008453', 'http://purl.obolibrary.org/obo/MONDO_0007842', 'http://purl.obolibrary.org/obo/MONDO_0009159', 'http://purl.obolibrary.org/obo/MONDO_0016469', 'http://purl.obolibrary.org/obo/MONDO_0016002', 'http://purl.obolibrary.org/obo/MONDO_0011142', 'http://purl.obolibrary.org/obo/HP_0002751']"
Q7960,"Ehlers-Danlos syndrome, unspecified",['http://purl.obolibrary.org/obo/MONDO_0020066']
Q7961,Classical Ehlers-Danlos syndrome,"['http://purl.obolibrary.org/obo/MONDO_0007522', 'http://purl.obolibrary.org/obo/MONDO_0019567']"
Q7962,Hypermobile Ehlers-Danlos syndrome,"['http://purl.obolibrary.org/obo/MONDO_0001798', 'http://purl.obolibrary.org/obo/MONDO_0007523']"
Q7963,Vascular Ehlers-Danlos syndrome,"['http://purl.obolibrary.org/obo/MONDO_0017314', 'http://purl.obolibrary.org/obo/MONDO_0002014']"
Q7969,Other Ehlers-Danlos syndromes,"['http://purl.obolibrary.org/obo/MONDO_0009161', 'http://purl.obolibrary.org/obo/HP_0008453', 'http://purl.obolibrary.org/obo/MONDO_0017762', 'http://purl.obolibrary.org/obo/MONDO_0010586', 'http://purl.obolibrary.org/obo/HP_0100689', 'http://purl.obolibrary.org/obo/MONDO_0016002', 'http://purl.obolibrary.org/obo/MONDO_0016469', 'http://purl.obolibrary.org/obo/MONDO_0009158', 'http://purl.obolibrary.org/obo/MONDO_0007525', 'http://purl.obolibrary.org/obo/MONDO_0010572', 'http://purl.obolibrary.org/obo/MONDO_0007842', 'http://purl.obolibrary.org/obo/MONDO_0019348', 'http://purl.obolibrary.org/obo/MONDO_0011142', 'http://purl.obolibrary.org/obo/MONDO_0007527', 'http://purl.obolibrary.org/obo/MONDO_0009242', 'http://purl.obolibrary.org/obo/MONDO_0013800', 'http://purl.obolibrary.org/obo/MONDO_0024543', 'http://purl.obolibrary.org/obo/MONDO_0007526', 'http://purl.obolibrary.org/obo/MONDO_0009159']"
Q798,Other congenital malformations of musculoskeletal system,"['http://purl.obolibrary.org/obo/MONDO_0008275', 'http://purl.obolibrary.org/obo/MONDO_0009557', 'http://purl.obolibrary.org/obo/HP_0002804', 'http://purl.obolibrary.org/obo/MONDO_0020779', 'http://purl.obolibrary.org/obo/MONDO_0008151', 'http://purl.obolibrary.org/obo/HP_0002983', 'http://purl.obolibrary.org/obo/MONDO_0010716', 'http://purl.obolibrary.org/obo/HP_0003634', 'http://purl.obolibrary.org/obo/MONDO_0009394', 'http://purl.obolibrary.org/obo/MONDO_0010201', 'http://purl.obolibrary.org/obo/HP_0009004', 'http://purl.obolibrary.org/obo/MONDO_0016675', 'http://purl.obolibrary.org/obo/MONDO_0011020', 'http://purl.obolibrary.org/obo/MONDO_0009095', 'http://purl.obolibrary.org/obo/MONDO_0013598', 'http://purl.obolibrary.org/obo/MONDO_0007340', 'http://purl.obolibrary.org/obo/MONDO_0018234', 'http://purl.obolibrary.org/obo/MONDO_0012892', 'http://purl.obolibrary.org/obo/MONDO_0008429', 'http://purl.obolibrary.org/obo/MONDO_0020485', 'http://purl.obolibrary.org/obo/MONDO_0013053', 'http://purl.obolibrary.org/obo/MONDO_0001119', 'http://purl.obolibrary.org/obo/MONDO_0008098', 'http://purl.obolibrary.org/obo/MONDO_0009727', 'http://purl.obolibrary.org/obo/MONDO_0008262', 'http://purl.obolibrary.org/obo/MONDO_0009914', 'http://purl.obolibrary.org/obo/MONDO_0010068', 'http://purl.obolibrary.org/obo/MONDO_0800088', 'http://purl.obolibrary.org/obo/MONDO_0015167', 'http://purl.obolibrary.org/obo/MONDO_0009271', 'http://purl.obolibrary.org/obo/MONDO_0015177', 'http://purl.obolibrary.org/obo/MONDO_0007388', 'http://purl.obolibrary.org/obo/MONDO_0022151', 'http://purl.obolibrary.org/obo/MONDO_0019156', 'http://purl.obolibrary.org/obo/MONDO_0017415', 'http://purl.obolibrary.org/obo/MONDO_0008881', 'http://purl.obolibrary.org/obo/MONDO_0008518', 'http://purl.obolibrary.org/obo/MONDO_0009138', 'http://purl.obolibrary.org/obo/MONDO_0010014', 'http://purl.obolibrary.org/obo/MONDO_0010758', 'http://purl.obolibrary.org/obo/MONDO_0007846']"
Q799,"Congenital malformation of musculoskeletal system, unspecified","['http://purl.obolibrary.org/obo/MONDO_0009721', 'http://purl.obolibrary.org/obo/HP_0000062', 'http://purl.obolibrary.org/obo/MONDO_0018939', 'http://purl.obolibrary.org/obo/MONDO_0005518', 'http://purl.obolibrary.org/obo/MONDO_0010728', 'http://purl.obolibrary.org/obo/MONDO_0007413', 'http://purl.obolibrary.org/obo/MONDO_0010879', 'http://purl.obolibrary.org/obo/MONDO_0009219']"
Q800,Ichthyosis vulgaris,"['http://purl.obolibrary.org/obo/MONDO_0007810', 'http://purl.obolibrary.org/obo/MONDO_0012387']"
Q801,X-linked ichthyosis,['http://purl.obolibrary.org/obo/MONDO_0017264']
Q802,Lamellar ichthyosis,"['http://purl.obolibrary.org/obo/MONDO_0019306', 'http://purl.obolibrary.org/obo/HP_0007479', 'http://purl.obolibrary.org/obo/HP_0007479', 'http://purl.obolibrary.org/obo/MONDO_0017268', 'http://purl.obolibrary.org/obo/MONDO_0007812', 'http://purl.obolibrary.org/obo/MONDO_0017267', 'http://purl.obolibrary.org/obo/MONDO_0015085']"
Q803,Congenital bullous ichthyosiform erythroderma,"['http://purl.obolibrary.org/obo/MONDO_0011870', 'http://purl.obolibrary.org/obo/MONDO_0010623', 'http://purl.obolibrary.org/obo/MONDO_0007239', 'http://purl.obolibrary.org/obo/HP_0007475', 'http://purl.obolibrary.org/obo/MONDO_0007813', 'http://purl.obolibrary.org/obo/HP_0007431', 'http://purl.obolibrary.org/obo/HP_0007431', 'http://purl.obolibrary.org/obo/MONDO_0012208', 'http://purl.obolibrary.org/obo/HP_0007479']"
Q804,Harlequin fetus,"['http://purl.obolibrary.org/obo/HP_0007479', 'http://purl.obolibrary.org/obo/MONDO_0020161', 'http://purl.obolibrary.org/obo/MONDO_0009443', 'http://purl.obolibrary.org/obo/MONDO_0016040']"
Q808,Other congenital ichthyosis,"['http://purl.obolibrary.org/obo/MONDO_0009735', 'http://purl.obolibrary.org/obo/MONDO_0007809', 'http://purl.obolibrary.org/obo/MONDO_0009440', 'http://purl.obolibrary.org/obo/HP_0007479', 'http://purl.obolibrary.org/obo/MONDO_0017266', 'http://purl.obolibrary.org/obo/MONDO_0012208', 'http://purl.obolibrary.org/obo/MONDO_0009735', 'http://purl.obolibrary.org/obo/MONDO_0010155', 'http://purl.obolibrary.org/obo/MONDO_0007810', 'http://purl.obolibrary.org/obo/MONDO_0007808', 'http://purl.obolibrary.org/obo/MONDO_0010033', 'http://purl.obolibrary.org/obo/MONDO_0012345', 'http://purl.obolibrary.org/obo/MONDO_0007811', 'http://purl.obolibrary.org/obo/MONDO_0011870', 'http://purl.obolibrary.org/obo/MONDO_0011169', 'http://purl.obolibrary.org/obo/MONDO_0007239', 'http://purl.obolibrary.org/obo/HP_0007475', 'http://purl.obolibrary.org/obo/MONDO_0008826', 'http://purl.obolibrary.org/obo/MONDO_0043094', 'http://purl.obolibrary.org/obo/MONDO_0007422', 'http://purl.obolibrary.org/obo/MONDO_0010221', 'http://purl.obolibrary.org/obo/MONDO_0017851']"
Q809,"Congenital ichthyosis, unspecified","['http://purl.obolibrary.org/obo/MONDO_0016215', 'http://purl.obolibrary.org/obo/HP_0002510', 'http://purl.obolibrary.org/obo/MONDO_0007422', 'http://purl.obolibrary.org/obo/HP_0002305', 'http://purl.obolibrary.org/obo/MONDO_0018646', 'http://purl.obolibrary.org/obo/MONDO_0009445', 'http://purl.obolibrary.org/obo/MONDO_0011874', 'http://purl.obolibrary.org/obo/MONDO_0021036', 'http://purl.obolibrary.org/obo/MONDO_0009442', 'http://purl.obolibrary.org/obo/MONDO_0019306', 'http://purl.obolibrary.org/obo/HP_0007479', 'http://purl.obolibrary.org/obo/MONDO_0011396', 'http://purl.obolibrary.org/obo/MONDO_0012387', 'http://purl.obolibrary.org/obo/MONDO_0001119', 'http://purl.obolibrary.org/obo/MONDO_0015947', 'http://purl.obolibrary.org/obo/MONDO_0015085', 'http://purl.obolibrary.org/obo/HP_0000522', 'http://purl.obolibrary.org/obo/MONDO_0012290', 'http://purl.obolibrary.org/obo/MONDO_0008867', 'http://purl.obolibrary.org/obo/HP_0005912', 'http://purl.obolibrary.org/obo/MONDO_0017851', 'http://purl.obolibrary.org/obo/MONDO_0018053', 'http://purl.obolibrary.org/obo/HP_0008070', 'http://purl.obolibrary.org/obo/HP_0011527', 'http://purl.obolibrary.org/obo/HP_0007502', 'http://purl.obolibrary.org/obo/MONDO_0006560', 'http://purl.obolibrary.org/obo/HP_0000966', 'http://purl.obolibrary.org/obo/HP_0012376', 'http://purl.obolibrary.org/obo/MONDO_0012251', 'http://purl.obolibrary.org/obo/HP_0000217']"
Q810,Epidermolysis bullosa simplex,"['http://purl.obolibrary.org/obo/MONDO_0012807', 'http://purl.obolibrary.org/obo/MONDO_0009181', 'http://purl.obolibrary.org/obo/MONDO_0007554', 'http://purl.obolibrary.org/obo/MONDO_0007550', 'http://purl.obolibrary.org/obo/MONDO_0015550', 'http://purl.obolibrary.org/obo/MONDO_0007556', 'http://purl.obolibrary.org/obo/MONDO_0015551', 'http://purl.obolibrary.org/obo/MONDO_0017610', 'http://purl.obolibrary.org/obo/MONDO_0007555', 'http://purl.obolibrary.org/obo/MONDO_0012258', 'http://purl.obolibrary.org/obo/MONDO_0007551', 'http://purl.obolibrary.org/obo/MONDO_0017612', 'http://purl.obolibrary.org/obo/MONDO_0011472', 'http://purl.obolibrary.org/obo/MONDO_0009944']"
Q811,Epidermolysis bullosa letalis,['http://purl.obolibrary.org/obo/MONDO_0009182']
Q812,Epidermolysis bullosa dystrophica,"['http://purl.obolibrary.org/obo/MONDO_0009179', 'http://purl.obolibrary.org/obo/MONDO_0015552', 'http://purl.obolibrary.org/obo/MONDO_0015553', 'http://purl.obolibrary.org/obo/MONDO_0019521', 'http://purl.obolibrary.org/obo/MONDO_0006543', 'http://purl.obolibrary.org/obo/MONDO_0009178', 'http://purl.obolibrary.org/obo/MONDO_0007557', 'http://purl.obolibrary.org/obo/MONDO_0007549']"
Q818,Other epidermolysis bullosa,"['http://purl.obolibrary.org/obo/MONDO_0017612', 'http://purl.obolibrary.org/obo/MONDO_0009944', 'http://purl.obolibrary.org/obo/MONDO_0009513', 'http://purl.obolibrary.org/obo/MONDO_0011398', 'http://purl.obolibrary.org/obo/MONDO_0019307', 'http://purl.obolibrary.org/obo/MONDO_0007551', 'http://purl.obolibrary.org/obo/MONDO_0019309', 'http://purl.obolibrary.org/obo/MONDO_0009180', 'http://purl.obolibrary.org/obo/MONDO_0007552', 'http://purl.obolibrary.org/obo/HP_0012221', 'http://purl.obolibrary.org/obo/MONDO_0009182']"
Q819,"Epidermolysis bullosa, unspecified","['http://purl.obolibrary.org/obo/MONDO_0002350', 'http://purl.obolibrary.org/obo/HP_0008677', 'http://purl.obolibrary.org/obo/MONDO_0006541', 'http://purl.obolibrary.org/obo/MONDO_0019276', 'http://purl.obolibrary.org/obo/MONDO_0007552', 'http://purl.obolibrary.org/obo/HP_0012221']"
Q820,Hereditary lymphedema,"['http://purl.obolibrary.org/obo/HP_0011367', 'http://purl.obolibrary.org/obo/MONDO_0007920', 'http://purl.obolibrary.org/obo/MONDO_0019313', 'http://purl.obolibrary.org/obo/HP_0430006', 'http://purl.obolibrary.org/obo/MONDO_0007464', 'http://purl.obolibrary.org/obo/HP_0009743', 'http://purl.obolibrary.org/obo/MONDO_0015167', 'http://purl.obolibrary.org/obo/MONDO_0007154', 'http://purl.obolibrary.org/obo/HP_0002408', 'http://purl.obolibrary.org/obo/MONDO_0013540', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453', 'http://purl.obolibrary.org/obo/HP_0430008', 'http://purl.obolibrary.org/obo/MONDO_0007922', 'http://purl.obolibrary.org/obo/MONDO_0008966', 'http://purl.obolibrary.org/obo/MONDO_0010295', 'http://purl.obolibrary.org/obo/MONDO_0007919', 'http://purl.obolibrary.org/obo/MONDO_0008808', 'http://purl.obolibrary.org/obo/MONDO_0007921', 'http://purl.obolibrary.org/obo/MONDO_0009933']"
