icd10_id,icd10_lbl,mondo_id,mondo_lbl,mondo_score,hb_id,hb_lbl,hp_score
Q66,Congenital deformities of feet,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q660,Congenital talipes equinovarus,http://purl.obolibrary.org/obo/MONDO_0007342,congenital talipes equinovarus,1,http://purl.obolibrary.org/obo/HP_0001762,"Foot, talipes equinovarus",1
Q6600,"Congenital talipes equinovarus, unspecified foot",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,4,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,3
Q6601,"Congenital talipes equinovarus, right foot",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,3
Q6602,"Congenital talipes equinovarus, left foot",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,3
Q661,Congenital talipes calcaneovarus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,1
Q6610,"Congenital talipes calcaneovarus, unspecified foot",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,4,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,3
Q6611,"Congenital talipes calcaneovarus, right foot",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,3
Q6612,"Congenital talipes calcaneovarus, left foot",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,3
Q662,Congenital metatarsus (primus) varus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,3,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,3
Q6621,Congenital metatarsus primus varus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,3,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,3
Q66211,"Congenital metatarsus primus varus, right foot",http://purl.obolibrary.org/obo/HP_0011723,Congenital malformation of the right heart,4,http://purl.obolibrary.org/obo/HP_0011723,Congenital malformation of the right heart,4
Q66212,"Congenital metatarsus primus varus, left foot",http://purl.obolibrary.org/obo/HP_0045017,Congenital malformation of the left heart,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,4
Q66219,"Congenital metatarsus primus varus, unspecified foot",http://purl.obolibrary.org/obo/MONDO_0007985,"metatarsus varus, type 1",4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,5
Q6622,Congenital metatarsus adductus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q66221,"Congenital metatarsus adductus, right foot",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,4
Q66222,"Congenital metatarsus adductus, left foot",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,3
Q66229,"Congenital metatarsus adductus, unspecified foot",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,4
Q663,Other congenital varus deformities of feet,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,3,http://purl.obolibrary.org/obo/HP_0001762,Clubbing of feet,4
Q6630,"Other congenital varus deformities of feet, unspecified foot",http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,5,http://purl.obolibrary.org/obo/HP_0001449,Duplication of long bones of foot,6
Q6631,"Other congenital varus deformities of feet, right foot",http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,5,http://purl.obolibrary.org/obo/HP_0001449,Duplication of long bones of foot,6
Q6632,"Other congenital varus deformities of feet, left foot",http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,5,http://purl.obolibrary.org/obo/HP_0001449,Duplication of long bones of foot,6
Q664,Congenital talipes calcaneovalgus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,0
Q6640,"Congenital talipes calcaneovalgus, unspecified foot",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,4,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,3
Q6641,"Congenital talipes calcaneovalgus, right foot",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0005850,Congenital talipes calcaneovalgus,3
Q6642,"Congenital talipes calcaneovalgus, left foot",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,3
Q665,Congenital pes planus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q6650,"Congenital pes planus, unspecified foot",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,4
Q6651,"Congenital pes planus, right foot",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,4
Q6652,"Congenital pes planus, left foot",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,3
Q666,Other congenital valgus deformities of feet,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,3,http://purl.obolibrary.org/obo/HP_0001762,Clubbing of feet,4
Q667,Congenital pes cavus,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q6670,"Congenital pes cavus, unspecified foot",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,4
Q6671,"Congenital pes cavus, right foot",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,4
Q6672,"Congenital pes cavus, left foot",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,3
Q668,Other congenital deformities of feet,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,2,http://purl.obolibrary.org/obo/HP_0001762,Clubbing of feet,3
Q6680,"Congenital vertical talus deformity, unspecified foot",http://purl.obolibrary.org/obo/MONDO_0008652,congenital vertical talus,4,http://purl.obolibrary.org/obo/HP_0001838,Congenital vertical talus,3
Q6681,"Congenital vertical talus deformity, right foot",http://purl.obolibrary.org/obo/HP_0011723,Congenital malformation of the right heart,4,http://purl.obolibrary.org/obo/HP_0001838,Congenital vertical talus,3
Q6682,"Congenital vertical talus deformity, left foot",http://purl.obolibrary.org/obo/HP_0045017,Congenital malformation of the left heart,4,http://purl.obolibrary.org/obo/HP_0001838,Congenital vertical talus,3
Q6689,Other specified congenital deformities of feet,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,3,http://purl.obolibrary.org/obo/HP_0001762,Clubbing of feet,4
Q669,"Congenital deformity of feet, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q6690,"Congenital deformity of feet, unspecified, unspecified foot",http://purl.obolibrary.org/obo/MONDO_0007342,equinovarus deformity of foot,4,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,5
Q6691,"Congenital deformity of feet, unspecified, right foot",http://purl.obolibrary.org/obo/HP_0011723,Congenital malformation of the right heart,4,http://purl.obolibrary.org/obo/HP_0011723,Congenital malformation of the right heart,4
Q6692,"Congenital deformity of feet, unspecified, left foot",http://purl.obolibrary.org/obo/HP_0045017,Congenital malformation of the left heart,4,http://purl.obolibrary.org/obo/HP_0005129,Congenital hypertrophy of left ventricle,4
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",http://purl.obolibrary.org/obo/ENVO_01001620,mass of ice and snow,7,http://purl.obolibrary.org/obo/HP_0002102,Inflammation of tissues lining lungs and chest,6
Q670,Congenital facial asymmetry,http://purl.obolibrary.org/obo/MONDO_0007590,facial asymmetry,1,http://purl.obolibrary.org/obo/HP_0007188,Congenital facial diplegia,1
Q671,Congenital compression facies,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000274,Small facies,2
Q672,Dolichocephaly,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000268,Dolichocephaly,0
Q673,Plagiocephaly,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0001357,Plagiocephaly,0
Q674,"Other congenital deformities of skull, face and jaw",http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",5,http://purl.obolibrary.org/obo/HP_5200017,Steroetypic movements of face and head,5
Q675,Congenital deformity of spine,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q676,Pectus excavatum,http://purl.obolibrary.org/obo/HP_0000767,Pectus excavatum,0,http://purl.obolibrary.org/obo/HP_0000767,Pectus excavatum,0
Q677,Pectus carinatum,http://purl.obolibrary.org/obo/HP_0000768,Pectus carinatum,0,http://purl.obolibrary.org/obo/HP_0000768,Pectus carinatum,0
Q678,Other congenital deformities of chest,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,2,http://purl.obolibrary.org/obo/HP_0005253,Increased anterioposterior diameter of chest,3
Q68,Other congenital musculoskeletal deformities,http://purl.obolibrary.org/obo/GO_0050881,musculoskeletal movement,3,http://purl.obolibrary.org/obo/HP_0000519,Bilateral congenital cataracts,3
Q680,Congenital deformity of sternocleidomastoid muscle,http://purl.obolibrary.org/obo/MONDO_0008583,contracture of sternocleidomastoid muscle,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q681,Congenital deformity of finger(s) and hand,http://purl.obolibrary.org/obo/ENVO_01001620,mass of ice and snow,4,http://purl.obolibrary.org/obo/HP_0000972,Hyperkeratosis of palms and soles,4
Q682,Congenital deformity of knee,http://purl.obolibrary.org/obo/MONDO_0017560,hyperextension deformity of knee,1,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q683,Congenital bowing of femur,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q684,Congenital bowing of tibia and fibula,http://purl.obolibrary.org/obo/MONDO_0008618,hypoplasia of ulna and fibula,3,http://purl.obolibrary.org/obo/HP_0006390,Anterior bowing of tibia,3
Q685,"Congenital bowing of long bones of leg, unspecified",http://purl.obolibrary.org/obo/MONDO_0000952,malignant neoplasm of long bones of leg,4,http://purl.obolibrary.org/obo/HP_0001449,Duplication of long bones of foot,4
Q686,Discoid meniscus,http://identifiers.org/hgnc/10001,RGS5,2,http://purl.obolibrary.org/obo/HP_0032191,Torn meniscus,1
Q688,Other specified congenital musculoskeletal deformities,http://purl.obolibrary.org/obo/GO_0050881,musculoskeletal movement,4,http://purl.obolibrary.org/obo/HP_0000519,Bilateral congenital cataracts,4
Q69,Polydactyly,http://purl.obolibrary.org/obo/HP_0010442,Polydactyly,0,http://purl.obolibrary.org/obo/HP_0010442,Polydactyly,0
Q690,Accessory finger(s),http://purl.obolibrary.org/obo/HP_0004244,Accessory scaphoid,1,http://purl.obolibrary.org/obo/HP_0001747,Accessory spleen,1
Q691,Accessory thumb(s),http://purl.obolibrary.org/obo/HP_0004244,Accessory scaphoid,1,http://purl.obolibrary.org/obo/HP_0001747,Accessory spleen,1
Q692,Accessory toe(s),http://purl.obolibrary.org/obo/HP_0004244,Accessory scaphoid,1,http://purl.obolibrary.org/obo/HP_0001747,Accessory spleen,1
Q699,"Polydactyly, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0100258,"Polydactyly, preaxial",1
Q70,Syndactyly,http://purl.obolibrary.org/obo/HP_0001159,Syndactyly,0,http://purl.obolibrary.org/obo/HP_0001159,Syndactyly,0
Q700,Fused fingers,http://purl.obolibrary.org/obo/HP_0004095,Curved fingers,1,http://purl.obolibrary.org/obo/HP_0000085,Fused kidneys,1
Q7000,"Fused fingers, unspecified hand",http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3
Q7001,"Fused fingers, right hand",http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3
Q7002,"Fused fingers, left hand",http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3
Q7003,"Fused fingers, bilateral",http://purl.obolibrary.org/obo/MONDO_0017516,"short fingers, bilateral",1,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,2
Q701,Webbed fingers,http://purl.obolibrary.org/obo/HP_0004095,Curved fingers,1,http://purl.obolibrary.org/obo/HP_0010554,Webbed fingers,0
Q7010,"Webbed fingers, unspecified hand",http://purl.obolibrary.org/obo/HP_0001155,Abnormality of the hand,3,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3
Q7011,"Webbed fingers, right hand",http://purl.obolibrary.org/obo/HP_0001155,Abnormality of the hand,3,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3
Q7012,"Webbed fingers, left hand",http://purl.obolibrary.org/obo/HP_0001155,Abnormality of the hand,3,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3
Q7013,"Webbed fingers, bilateral",http://purl.obolibrary.org/obo/MONDO_0017516,"short fingers, bilateral",1,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,2
Q702,Fused toes,http://purl.obolibrary.org/obo/HP_0100788,Fused lips,1,http://purl.obolibrary.org/obo/HP_0001770,Fused toes,0
Q7020,"Fused toes, unspecified foot",http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3
Q7021,"Fused toes, right foot",http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3
Q7022,"Fused toes, left foot",http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,3
Q7023,"Fused toes, bilateral",http://purl.obolibrary.org/obo/MONDO_0017518,"short toes, bilateral",1,http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,2
Q703,Webbed toes,http://purl.obolibrary.org/obo/HP_0030264,Webbed penis,1,http://purl.obolibrary.org/obo/HP_0001770,Webbed toes,0
Q7030,"Webbed toes, unspecified foot",http://purl.obolibrary.org/obo/HP_0001769,Broad foot,3,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3
Q7031,"Webbed toes, right foot",http://purl.obolibrary.org/obo/HP_0001769,Broad foot,3,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3
Q7032,"Webbed toes, left foot",http://purl.obolibrary.org/obo/HP_0001769,Broad foot,3,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3
Q7033,"Webbed toes, bilateral",http://purl.obolibrary.org/obo/MONDO_0017518,"short toes, bilateral",1,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,2
Q704,"Polysyndactyly, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q709,"Syndactyly, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0012725,"Syndactyly, cutaneous",1
Q71,Reduction defects of upper limb,http://purl.obolibrary.org/obo/HP_0100554,Hemihypertrophy of upper limb,2,http://purl.obolibrary.org/obo/HP_0006986,Spasticity of upper limb,2
Q710,Congenital complete absence of upper limb,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q7100,Congenital complete absence of unspecified upper limb,http://purl.obolibrary.org/obo/HP_0002817,Abnormality of the upper limb,4,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,4
Q7101,Congenital complete absence of right upper limb,http://purl.obolibrary.org/obo/HP_0002817,Abnormality of the upper limb,4,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,4
