icd10_id,icd10_lbl,mondo/hbo urls,mondo/hpo labels
Q921,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)","['http://purl.obolibrary.org/obo/MONDO_0019868', 'http://purl.obolibrary.org/obo/MONDO_0015730', 'http://purl.obolibrary.org/obo/MONDO_0019869', 'http://purl.obolibrary.org/obo/MONDO_0019866', 'http://purl.obolibrary.org/obo/MONDO_0015729', 'http://purl.obolibrary.org/obo/MONDO_0015727', 'http://purl.obolibrary.org/obo/MONDO_0019865', 'http://purl.obolibrary.org/obo/MONDO_0015718', 'http://purl.obolibrary.org/obo/MONDO_0015725', 'http://purl.obolibrary.org/obo/MONDO_0015771', 'http://purl.obolibrary.org/obo/MONDO_0019867', 'http://purl.obolibrary.org/obo/MONDO_0015060', 'http://purl.obolibrary.org/obo/MONDO_0020490', 'http://purl.obolibrary.org/obo/MONDO_0015763', 'http://purl.obolibrary.org/obo/MONDO_0022759']","['mosaic trisomy 10', 'mosaic trisomy 17', 'mosaic trisomy 22', 'mosaic trisomy 5', 'mosaic trisomy 16', 'mosaic trisomy 15', 'mosaic trisomy 4', 'mosaic trisomy 12', 'mosaic trisomy 14', 'mosaic trisomy 7', 'mosaic trisomy 8', 'mosaic trisomy 3', 'mosaic trisomy 9', 'mosaic trisomy 2', 'trisomy 22']"
Q922,Partial trisomy,"['http://purl.obolibrary.org/obo/MONDO_0016659', 'http://purl.obolibrary.org/obo/MONDO_0017786', 'http://purl.obolibrary.org/obo/MONDO_0016847', 'http://purl.obolibrary.org/obo/MONDO_0015761', 'http://purl.obolibrary.org/obo/MONDO_0016840', 'http://purl.obolibrary.org/obo/MONDO_0016924', 'http://purl.obolibrary.org/obo/MONDO_0016834', 'http://purl.obolibrary.org/obo/MONDO_0019890', 'http://purl.obolibrary.org/obo/MONDO_0016935', 'http://purl.obolibrary.org/obo/MONDO_0016923', 'http://purl.obolibrary.org/obo/MONDO_0022759', 'http://purl.obolibrary.org/obo/MONDO_0016934', 'http://purl.obolibrary.org/obo/MONDO_0019886', 'http://purl.obolibrary.org/obo/MONDO_0018069', 'http://purl.obolibrary.org/obo/MONDO_0016927', 'http://purl.obolibrary.org/obo/MONDO_0015724', 'http://purl.obolibrary.org/obo/MONDO_0016938', 'http://purl.obolibrary.org/obo/MONDO_0013273', 'http://purl.obolibrary.org/obo/MONDO_0016928', 'http://purl.obolibrary.org/obo/MONDO_0016922', 'http://purl.obolibrary.org/obo/MONDO_0019874', 'http://purl.obolibrary.org/obo/MONDO_0019883', 'http://purl.obolibrary.org/obo/MONDO_0016929', 'http://purl.obolibrary.org/obo/MONDO_0016931', 'http://purl.obolibrary.org/obo/MONDO_0016932', 'http://purl.obolibrary.org/obo/MONDO_0019873', 'http://purl.obolibrary.org/obo/MONDO_0016846', 'http://purl.obolibrary.org/obo/MONDO_0016921', 'http://purl.obolibrary.org/obo/MONDO_0013796', 'http://purl.obolibrary.org/obo/MONDO_0018204', 'http://purl.obolibrary.org/obo/MONDO_0015769', 'http://purl.obolibrary.org/obo/MONDO_0012342', 'http://purl.obolibrary.org/obo/MONDO_0013298', 'http://purl.obolibrary.org/obo/MONDO_0019884', 'http://purl.obolibrary.org/obo/MONDO_0017792', 'http://purl.obolibrary.org/obo/MONDO_0016937', 'http://purl.obolibrary.org/obo/MONDO_0012574', 'http://purl.obolibrary.org/obo/MONDO_0013847', 'http://purl.obolibrary.org/obo/MONDO_0019889']","['8p23.1 duplication syndrome', '2q23.1 microduplication syndrome', 'trisomy 1q', 'trisomy 10p', 'trisomy 17p', 'partial duplication of chromosome 4', '16p11.2p12.2 microduplication syndrome', 'non-distal trisomy 9q', 'partial duplication of chromosome 17', 'partial duplication of chromosome 3', 'trisomy 22', 'partial duplication of chromosome 16', 'distal trisomy 13q', 'distal trisomy 17q', 'partial duplication of chromosome 6', 'non-distal trisomy 13q', 'partial trisomy of chromosome 20', 'chromosome 16p13.3 duplication syndrome', 'partial duplication of chromosome 7', 'partial duplication of chromosome 2', 'distal trisomy 7p', 'distal trisomy 9q', 'partial duplication of chromosome 8', 'partial duplication of chromosome 10', 'partial duplication of chromosome 11', '4p16.3 microduplication syndrome', 'distal 22q11.2 microduplication syndrome', 'partial duplication of chromosome 1', 'chromosome 17q12 duplication syndrome', '20q11.2 microduplication syndrome', 'distal trisomy 6p', '7q11.23 microduplication syndrome', 'chromosome 17q21.31 duplication syndrome', 'distal trisomy 10q', '7p22.1 microduplication syndrome', 'partial duplication of chromosome 19', 'Potocki-Lupski syndrome', 'chromosome 16p11.2 duplication syndrome', 'distal trisomy 22q']"
Q925,Duplications with other complex rearrangements,['http://purl.obolibrary.org/obo/MONDO_0019876'],['8p inverted duplication/deletion syndrome']
Q926,Marker chromosomes,['http://purl.obolibrary.org/obo/MONDO_0012176'],['Emanuel syndrome']
Q927,Triploidy and polyploidy,"['http://purl.obolibrary.org/obo/MONDO_0018067', 'http://purl.obolibrary.org/obo/MONDO_0018026', 'http://purl.obolibrary.org/obo/MONDO_0022991', 'http://purl.obolibrary.org/obo/MONDO_0019934']","['triploidy', 'tetraploidy syndrome', 'diploid-triploid mosaicism', 'polyploidy']"
Q928,Other specified trisomies and partial trisomies of autosomes,"['http://purl.obolibrary.org/obo/MONDO_0016929', 'http://purl.obolibrary.org/obo/MONDO_0020050', 'http://purl.obolibrary.org/obo/MONDO_0016923', 'http://purl.obolibrary.org/obo/MONDO_0016931', 'http://purl.obolibrary.org/obo/MONDO_0022759', 'http://purl.obolibrary.org/obo/MONDO_0043277', 'http://purl.obolibrary.org/obo/MONDO_0016921', 'http://purl.obolibrary.org/obo/MONDO_0019882', 'http://purl.obolibrary.org/obo/MONDO_0019872', 'http://purl.obolibrary.org/obo/MONDO_0016844', 'http://purl.obolibrary.org/obo/MONDO_0016934', 'http://purl.obolibrary.org/obo/MONDO_0015350', 'http://purl.obolibrary.org/obo/MONDO_0016935', 'http://purl.obolibrary.org/obo/MONDO_0015744', 'http://purl.obolibrary.org/obo/MONDO_0016922', 'http://purl.obolibrary.org/obo/MONDO_0016840', 'http://purl.obolibrary.org/obo/MONDO_0016924', 'http://purl.obolibrary.org/obo/MONDO_0005712', 'http://purl.obolibrary.org/obo/HP_0006934', 'http://purl.obolibrary.org/obo/MONDO_0018069', 'http://purl.obolibrary.org/obo/MONDO_0016937', 'http://purl.obolibrary.org/obo/MONDO_0016938', 'http://purl.obolibrary.org/obo/MONDO_0019887', 'http://purl.obolibrary.org/obo/MONDO_0007276', 'http://purl.obolibrary.org/obo/MONDO_0013182', 'http://purl.obolibrary.org/obo/MONDO_0019870', 'http://purl.obolibrary.org/obo/MONDO_0012020', 'http://purl.obolibrary.org/obo/MONDO_0019888', 'http://purl.obolibrary.org/obo/MONDO_0019867', 'http://purl.obolibrary.org/obo/MONDO_0019881', 'http://purl.obolibrary.org/obo/MONDO_0016928', 'http://purl.obolibrary.org/obo/MONDO_0012081', 'http://purl.obolibrary.org/obo/MONDO_0019879', 'http://purl.obolibrary.org/obo/MONDO_0016927', 'http://purl.obolibrary.org/obo/MONDO_0019880', 'http://purl.obolibrary.org/obo/MONDO_0019877', 'http://purl.obolibrary.org/obo/MONDO_0016458', 'http://purl.obolibrary.org/obo/MONDO_0010283', 'http://purl.obolibrary.org/obo/MONDO_0016932', 'http://purl.obolibrary.org/obo/MONDO_0016461', 'http://purl.obolibrary.org/obo/MONDO_0019885', 'http://purl.obolibrary.org/obo/MONDO_0012761', 'http://purl.obolibrary.org/obo/HP_0012043', 'http://purl.obolibrary.org/obo/MONDO_0043452', 'http://purl.obolibrary.org/obo/MONDO_0016847', 'http://purl.obolibrary.org/obo/MONDO_0019871']","['partial duplication of chromosome 8', 'obsolete autosomal trisomy', 'partial duplication of chromosome 3', 'partial duplication of chromosome 10', 'trisomy 22', 'mosaic trisomy 6', 'partial duplication of chromosome 1', 'distal trisomy 8q', 'distal trisomy 3p', 'trisomy 20p', 'partial duplication of chromosome 16', '17q11.2 microduplication syndrome', 'partial duplication of chromosome 17', 'distal trisomy 19q', 'partial duplication of chromosome 2', 'trisomy 17p', 'partial duplication of chromosome 4', 'congenital nystagmus', 'Congenital nystagmus', 'distal trisomy 17q', 'partial duplication of chromosome 19', 'partial trisomy of chromosome 20', 'distal trisomy 16q', 'cat-eye syndrome', 'chromosome 17p13.3 duplication syndrome', 'distal trisomy 1p36', 'chromosome 22q11.2 microduplication syndrome', 'distal trisomy 20q', 'mosaic trisomy 8', 'distal trisomy 6q', 'partial duplication of chromosome 7', '15q11q13 microduplication syndrome', 'distal trisomy 4q', 'partial duplication of chromosome 6', 'distal trisomy 5q', 'distal trisomy 2q', '8q12 microduplication syndrome', 'syndromic X-linked intellectual disability Lubs type', 'partial duplication of chromosome 11', '5q35 microduplication syndrome', 'distal trisomy 11q', 'chromosome 3q29 microduplication syndrome', 'Pendular nystagmus', 'chromosome 8, trisomy', 'trisomy 1q', 'distal trisomy 2p']"
Q929,"Trisomy and partial trisomy of autosomes, unspecified",['http://purl.obolibrary.org/obo/MONDO_0020050'],['obsolete autosomal trisomy']
Q932,"Chromosome replaced with ring, dicentric or isochromosome","['http://purl.obolibrary.org/obo/MONDO_0019909', 'http://purl.obolibrary.org/obo/MONDO_0015438', 'http://purl.obolibrary.org/obo/MONDO_0019908', 'http://purl.obolibrary.org/obo/MONDO_0016853', 'http://purl.obolibrary.org/obo/MONDO_0015443', 'http://purl.obolibrary.org/obo/MONDO_0019905', 'http://purl.obolibrary.org/obo/MONDO_0016654', 'http://purl.obolibrary.org/obo/MONDO_0015436', 'http://purl.obolibrary.org/obo/MONDO_0019907', 'http://purl.obolibrary.org/obo/MONDO_0015430', 'http://purl.obolibrary.org/obo/MONDO_0019903', 'http://purl.obolibrary.org/obo/MONDO_0015431', 'http://purl.obolibrary.org/obo/MONDO_0015437', 'http://purl.obolibrary.org/obo/MONDO_0015434', 'http://purl.obolibrary.org/obo/HP_0000957', 'http://purl.obolibrary.org/obo/MONDO_0015441', 'http://purl.obolibrary.org/obo/MONDO_0019904', 'http://purl.obolibrary.org/obo/MONDO_0018027', 'http://purl.obolibrary.org/obo/MONDO_0015439', 'http://purl.obolibrary.org/obo/MONDO_0019906', 'http://purl.obolibrary.org/obo/MONDO_0015435', 'http://purl.obolibrary.org/obo/MONDO_0015440', 'http://purl.obolibrary.org/obo/MONDO_0014708']","['ring chromosome 16', 'ring chromosome 22', 'ring chromosome 15', 'ring chromosome Y', 'chromosome 8-derived supernumerary ring/marker', 'ring chromosome 9', 'ring chromosome 5', 'ring chromosome 20', 'ring chromosome 13', 'ring chromosome 1', 'ring chromosome 2', 'ring chromosome 10', 'ring chromosome 21', 'ring chromosome 18', 'Cafe-au-lait spot', 'ring chromosome 7', 'ring chromosome 3', 'duplication/inversion 15q11', 'ring chromosome 4', 'ring chromosome 11', 'ring chromosome 19', 'ring chromosome 6', 'ring chromosome 14']"
Q933,Deletion of short arm of chromosome 4,['http://purl.obolibrary.org/obo/MONDO_0008684'],['Wolf-Hirschhorn syndrome']
Q934,Deletion of short arm of chromosome 5,"['http://purl.obolibrary.org/obo/HP_0200046', 'http://purl.obolibrary.org/obo/MONDO_0007404']","['Cat cry', 'Cri-du-chat syndrome']"
Q935,Other deletions of part of a chromosome,"['http://purl.obolibrary.org/obo/MONDO_0017334', 'http://purl.obolibrary.org/obo/MONDO_0011652', 'http://purl.obolibrary.org/obo/MONDO_0011147', 'http://purl.obolibrary.org/obo/MONDO_0011929', 'http://purl.obolibrary.org/obo/MONDO_0014822', 'http://purl.obolibrary.org/obo/MONDO_0015571', 'http://purl.obolibrary.org/obo/MONDO_0011248', 'http://purl.obolibrary.org/obo/MONDO_0019172', 'http://purl.obolibrary.org/obo/HP_0000526', 'http://purl.obolibrary.org/obo/MONDO_0016842', 'http://purl.obolibrary.org/obo/MONDO_0016456', 'http://purl.obolibrary.org/obo/MONDO_0012315', 'http://purl.obolibrary.org/obo/MONDO_0012756', 'http://purl.obolibrary.org/obo/MONDO_0011022', 'http://purl.obolibrary.org/obo/MONDO_0019164', 'http://purl.obolibrary.org/obo/MONDO_0010364', 'http://purl.obolibrary.org/obo/MONDO_0019179', 'http://purl.obolibrary.org/obo/MONDO_0013025', 'http://purl.obolibrary.org/obo/MONDO_0013090', 'http://purl.obolibrary.org/obo/MONDO_0007838', 'http://purl.obolibrary.org/obo/MONDO_0012774', 'http://purl.obolibrary.org/obo/MONDO_0013238', 'http://purl.obolibrary.org/obo/MONDO_0013320', 'http://purl.obolibrary.org/obo/MONDO_0019004', 'http://purl.obolibrary.org/obo/HP_0002667', 'http://purl.obolibrary.org/obo/MONDO_0017811', 'http://purl.obolibrary.org/obo/MONDO_0012756', 'http://purl.obolibrary.org/obo/MONDO_0019876', 'http://purl.obolibrary.org/obo/MONDO_0008681', 'http://purl.obolibrary.org/obo/MONDO_0011055', 'http://purl.obolibrary.org/obo/MONDO_0011977', 'http://purl.obolibrary.org/obo/MONDO_0007800', 'http://purl.obolibrary.org/obo/MONDO_0016850', 'http://purl.obolibrary.org/obo/MONDO_0012948', 'http://purl.obolibrary.org/obo/MONDO_0019902', 'http://purl.obolibrary.org/obo/MONDO_0016765', 'http://purl.obolibrary.org/obo/MONDO_0012914', 'http://purl.obolibrary.org/obo/MONDO_0015580', 'http://purl.obolibrary.org/obo/MONDO_0016838', 'http://purl.obolibrary.org/obo/MONDO_0016841', 'http://purl.obolibrary.org/obo/MONDO_0016653', 'http://purl.obolibrary.org/obo/MONDO_0012269', 'http://purl.obolibrary.org/obo/MONDO_0016843', 'http://purl.obolibrary.org/obo/MONDO_0008434', 'http://purl.obolibrary.org/obo/MONDO_0016658', 'http://purl.obolibrary.org/obo/MONDO_0013267', 'http://purl.obolibrary.org/obo/MONDO_0007874', 'http://purl.obolibrary.org/obo/MONDO_0018204', 'http://purl.obolibrary.org/obo/MONDO_0007113', 'http://purl.obolibrary.org/obo/MONDO_0015583', 'http://purl.obolibrary.org/obo/MONDO_0017405', 'http://purl.obolibrary.org/obo/MONDO_0018205', 'http://purl.obolibrary.org/obo/MONDO_0010886', 'http://purl.obolibrary.org/obo/MONDO_0013272', 'http://purl.obolibrary.org/obo/MONDO_0008013', 'http://purl.obolibrary.org/obo/MONDO_0016839', 'http://purl.obolibrary.org/obo/MONDO_0015562', 'http://purl.obolibrary.org/obo/MONDO_0010881', 'http://purl.obolibrary.org/obo/MONDO_0012864', 'http://purl.obolibrary.org/obo/MONDO_0012621', 'http://purl.obolibrary.org/obo/MONDO_0016836', 'http://purl.obolibrary.org/obo/MONDO_0016657', 'http://purl.obolibrary.org/obo/MONDO_0016655', 'http://purl.obolibrary.org/obo/MONDO_0016561', 'http://purl.obolibrary.org/obo/MONDO_0015566', 'http://purl.obolibrary.org/obo/MONDO_0012927', 'http://purl.obolibrary.org/obo/MONDO_0013256', 'http://purl.obolibrary.org/obo/MONDO_0012964', 'http://purl.obolibrary.org/obo/MONDO_0018216', 'http://purl.obolibrary.org/obo/MONDO_0012916', 'http://purl.obolibrary.org/obo/MONDO_0013797', 'http://purl.obolibrary.org/obo/MONDO_0013396', 'http://purl.obolibrary.org/obo/MONDO_0012740', 'http://purl.obolibrary.org/obo/MONDO_0017928', 'http://purl.obolibrary.org/obo/MONDO_0013336', 'http://purl.obolibrary.org/obo/MONDO_0016459', 'http://purl.obolibrary.org/obo/MONDO_0014185', 'http://purl.obolibrary.org/obo/MONDO_0013424', 'http://purl.obolibrary.org/obo/MONDO_0015605', 'http://purl.obolibrary.org/obo/MONDO_0013646', 'http://purl.obolibrary.org/obo/MONDO_0013292', 'http://purl.obolibrary.org/obo/MONDO_0019784', 'http://purl.obolibrary.org/obo/MONDO_0016652', 'http://purl.obolibrary.org/obo/MONDO_0016833']","['12q15q21.1 microdeletion syndrome', 'Phelan-McDermid syndrome', 'chromosome 18q deletion syndrome', 'chromosome 1p36 deletion syndrome', '15q14 microdeletion syndrome', 'deletion 5q35', 'distal monosomy 13q', 'aniridia', 'Aniridia', 'paternal 20q13.2q13.3 microdeletion syndrome', '5q14.3 microdeletion syndrome', 'distal 10q deletion syndrome', 'proximal 16p11.2 microdeletion syndrome', 'Potocki-Shaffer syndrome', '6q terminal deletion syndrome', 'X-linked intellectual disability-retinitis pigmentosa syndrome', 'monosomy 9q22.3', 'chromosome 6q24-q25 deletion syndrome', 'chromosome 19q13.11 deletion syndrome', 'Jacobsen syndrome', 'chromosome 15q13.3 microdeletion syndrome', 'chromosome 17q23.1-q23.2 deletion syndrome', 'chromosome 16p12.2-p11.2 deletion syndrome', 'kidney Wilms tumor', 'Nephroblastoma', 'severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion', 'proximal 16p11.2 microdeletion syndrome', '8p inverted duplication/deletion syndrome', 'WAGR syndrome', 'distal monosomy 10p', '8q22.1 microdeletion syndrome', 'chromosome 18p deletion syndrome', 'atypical Norrie disease due to monosomy Xp11.3', 'chromosome 6pter-p24 deletion syndrome', 'monosomy 13q34', '19p13.12 microdeletion syndrome', 'chromosome 1q21.1 deletion syndrome', 'distal monosomy 7q36', '16q24.3 microdeletion syndrome', '20p12.3 microdeletion syndrome', '2q33.1 microdeletion syndrome', 'chromosome 3q29 microdeletion syndrome', '20q13.33 microdeletion syndrome', 'Smith-Magenis syndrome', '8p23.1 microdeletion syndrome', 'distal 16p11.2 microdeletion syndrome', 'trichorhinophalangeal syndrome type II', '20q11.2 microduplication syndrome', 'Angelman syndrome', '2p21 microdeletion syndrome', '1p21.3 microdeletion syndrome', 'distal monosomy 1q', '2q37 microdeletion syndrome', 'chromosome 14q11-q22 deletion syndrome', 'chromosome 9p deletion syndrome', 'distal 17p13.3 microdeletion syndrome', 'distal monosomy 17q', 'mesomelia-synostoses syndrome', 'chromosome 2q32-q33 deletion syndrome', 'deafness-infertility syndrome', '16p13.11 microdeletion syndrome', '8p11.2 deletion syndrome', '6p22 microdeletion syndrome', '1q44 microdeletion syndrome', '2q24 microdeletion syndrome', 'chromosome 1q41-q42 deletion syndrome', 'chromosome 15q24 deletion syndrome', 'chromosome 15q26-qter deletion syndrome', 'Koolen-de Vries syndrome due to 17q21.31 microdeletion syndrome', 'chromosome 2p16.1-p15 deletion syndrome', 'chromosome 17q12 deletion syndrome', 'chromosome 1p32-p31 deletion syndrome', 'chromosome 22q11.2 deletion syndrome, distal', '9p13 microdeletion syndrome', 'chromosome 19p13.13 deletion syndrome', '2q23.1 microdeletion syndrome', 'chromosome 3q13.31 deletion syndrome', '3p- syndrome', 'distal monosomy 9p', 'chromosome 8q21.11 deletion syndrome', 'chromosome 4q21 deletion syndrome', '12q14 microdeletion syndrome', '2q31.1 microdeletion syndrome', '14q12 microdeletion syndrome']"
Q9351,Angelman syndrome,['http://purl.obolibrary.org/obo/MONDO_0007113'],['Angelman syndrome']
Q9359,Other deletions of part of a chromosome,"['http://purl.obolibrary.org/obo/MONDO_0019902', 'http://purl.obolibrary.org/obo/MONDO_0013424', 'http://purl.obolibrary.org/obo/MONDO_0011055', 'http://purl.obolibrary.org/obo/MONDO_0015571', 'http://purl.obolibrary.org/obo/MONDO_0011652', 'http://purl.obolibrary.org/obo/MONDO_0011022', 'http://purl.obolibrary.org/obo/MONDO_0011147', 'http://purl.obolibrary.org/obo/MONDO_0012756', 'http://purl.obolibrary.org/obo/MONDO_0019164', 'http://purl.obolibrary.org/obo/MONDO_0015580', 'http://purl.obolibrary.org/obo/MONDO_0012315', 'http://purl.obolibrary.org/obo/MONDO_0019172', 'http://purl.obolibrary.org/obo/HP_0000526', 'http://purl.obolibrary.org/obo/MONDO_0015605', 'http://purl.obolibrary.org/obo/MONDO_0011248', 'http://purl.obolibrary.org/obo/MONDO_0012948', 'http://purl.obolibrary.org/obo/MONDO_0012964', 'http://purl.obolibrary.org/obo/MONDO_0010886', 'http://purl.obolibrary.org/obo/MONDO_0019004', 'http://purl.obolibrary.org/obo/HP_0002667', 'http://purl.obolibrary.org/obo/MONDO_0019179', 'http://purl.obolibrary.org/obo/MONDO_0008013']","['monosomy 13q34', '3p- syndrome', 'distal monosomy 10p', 'deletion 5q35', 'Phelan-McDermid syndrome', 'Potocki-Shaffer syndrome', 'chromosome 18q deletion syndrome', 'proximal 16p11.2 microdeletion syndrome', '6q terminal deletion syndrome', 'distal monosomy 7q36', 'distal 10q deletion syndrome', 'aniridia', 'Aniridia', 'distal monosomy 9p', 'distal monosomy 13q', 'chromosome 6pter-p24 deletion syndrome', 'chromosome 15q26-qter deletion syndrome', '2q37 microdeletion syndrome', 'kidney Wilms tumor', 'Nephroblastoma', 'monosomy 9q22.3', 'chromosome 9p deletion syndrome']"
